floR,tet(X5),tet(Q),sat2,tet(B),aph(6)-Id,aph(3'')-Ib,lsa(E),aadA7,estT,erm(F),ant(6)-Ia,lnu(P),tet(W),tet(X2),lnu(F),lnu(B),dfrA20,lnu(H),mef(A),sul2,aadA1
,0.7948952176731504,4.76560854917449e-17,-0.024949372952170097,-0.02494937295217117,-0.2163763561274223,-0.21637635612748993,-0.5630252100840301,-0.5630252100840311,-0.5630252100840313,-0.5630252100840317,-0.5630252100840318,-0.5630252100840331,-0.5630252100840331,-0.5630252100840331,-0.5630252100840334,-0.5630252100840356,-0.6368832802336567,-0.636883280233659,-0.6688083533756304,-0.6736330697086074,-0.7390659560519311
lnu(B),tet(X5),tet(Q),sat2,tet(B),aph(6)-Id,aph(3'')-Ib,lnu(P),tet(W),lnu(F),tet(X2),aadA7,ant(6)-Ia,estT,erm(F),floR,lnu(H),dfrA20,mef(A),sul2,aadA1,lsa(E)
,0.4475460469252113,-2.67177458618079e-16,-0.02494937295216956,-0.024949372952171454,-0.21637635612742542,-0.21637635612748957,-0.563025210084026,-0.563025210084026,-0.5630252100840263,-0.5630252100840263,-0.5630252100840344,-0.5630252100840349,-0.5630252100840349,-0.5630252100840352,-0.5630252100840356,-0.6368832802336513,-0.6368832802336606,-0.6688083533756221,-0.6736330697085992,-0.7390659560519356,-0.9999999999999909
lnu(F),tet(X5),tet(Q),sat2,tet(B),aph(6)-Id,aph(3'')-Ib,lnu(B),lsa(E),aadA7,tet(W),lnu(P),estT,tet(X2),ant(6)-Ia,erm(F),floR,dfrA20,lnu(H),mef(A),sul2,aadA1
,0.4475460469252174,9.711079409954585e-17,-0.024949372952169768,-0.02494937295217075,-0.216376356127424,-0.21637635612748918,-0.5630252100840263,-0.5630252100840298,-0.5630252100840323,-0.5630252100840327,-0.5630252100840327,-0.5630252100840327,-0.5630252100840328,-0.563025210084033,-0.5630252100840331,-0.5630252100840334,-0.6368832802336581,-0.6368832802336587,-0.66880835337563,-0.6736330697086069,-0.7390659560519328
lnu(H),tet(X5),tet(Q),sat2,tet(B),aph(6)-Id,aph(3'')-Ib,lnu(B),lsa(E),tet(X2),lnu(P),tet(W),aadA7,lnu(F),ant(6)-Ia,erm(F),estT,floR,dfrA20,mef(A),sul2,aadA1
,0.5062554736737223,-3.4302412398595337e-16,-0.028222250444486528,-0.028222250444487434,-0.24476076912234926,-0.24476076912242264,-0.6368832802336513,-0.6368832802336544,-0.6368832802336576,-0.6368832802336577,-0.6368832802336578,-0.636883280233658,-0.6368832802336587,-0.6368832802336588,-0.6368832802336588,-0.6368832802336588,-0.636883280233659,-0.7204301075268812,-0.7565431357540244,-0.7620007620011418,-0.8360171835451686
lnu(P),tet(X5),tet(Q),sat2,tet(B),aph(6)-Id,aph(3'')-Ib,lnu(B),lsa(E),aadA7,tet(W),ant(6)-Ia,tet(X2),lnu(F),erm(F),estT,floR,lnu(H),dfrA20,mef(A),sul2,aadA1
,0.4475460469252174,-2.4267003893947768e-17,-0.024949372952169868,-0.024949372952170677,-0.21637635612742415,-0.21637635612748904,-0.563025210084026,-0.5630252100840296,-0.563025210084032,-0.5630252100840325,-0.5630252100840326,-0.5630252100840327,-0.5630252100840327,-0.5630252100840327,-0.5630252100840328,-0.5630252100840331,-0.6368832802336577,-0.6368832802336578,-0.6688083533756303,-0.673633069708607,-0.7390659560519326
lsa(E),tet(X5),tet(Q),sat2,tet(B),aph(6)-Id,aph(3'')-Ib,aadA7,lnu(P),estT,erm(F),lnu(F),ant(6)-Ia,floR,tet(X2),tet(W),lnu(H),dfrA20,mef(A),sul2,aadA1,lnu(B)
,0.4475460469252231,3.697869437631931e-16,-0.024949372952170715,-0.024949372952170982,-0.216376356127423,-0.21637635612748718,-0.5630252100840292,-0.5630252100840296,-0.5630252100840297,-0.5630252100840297,-0.5630252100840298,-0.5630252100840298,-0.5630252100840301,-0.5630252100840392,-0.5630252100840394,-0.6368832802336544,-0.6368832802336546,-0.6688083533756378,-0.6736330697086149,-0.7390659560519287,-0.9999999999999909
mef(A),tet(X5),tet(Q),sat2,tet(B),aph(6)-Id,aph(3'')-Ib,lnu(B),aadA7,ant(6)-Ia,lnu(F),estT,erm(F),tet(X2),tet(W),lnu(P),floR,lsa(E),lnu(H),dfrA20,sul2,aadA1
,0.5316325616381414,0.22667906654450085,-0.029636948298291596,-0.029636948298292855,-0.2570299017861073,-0.25702990178618473,-0.6688083533756221,-0.6688083533756294,-0.66880835337563,-0.66880835337563,-0.66880835337563,-0.6688083533756302,-0.6688083533756302,-0.6688083533756302,-0.6688083533756303,-0.6688083533756304,-0.6688083533756378,-0.7565431357540244,-0.7565431357540247,-0.8001976040538962,-0.8779242496606936
sat2,tet(X5),aph(6)-Id,aadA1,tet(Q),aph(3'')-Ib,lnu(B),estT,ant(6)-Ia,erm(F),aadA7,lnu(F),lnu(P),floR,tet(X2),lsa(E),tet(W),dfrA20,lnu(H),mef(A),sul2,tet(B)
,0.019832137243624398,1.659411295128391e-15,1.07142614578202e-15,2.3870465286912593e-16,-8.570382058766791e-16,-0.02494937295216956,-0.02494937295216963,-0.024949372952169667,-0.024949372952169726,-0.024949372952169733,-0.024949372952169768,-0.024949372952169868,-0.024949372952170097,-0.024949372952170656,-0.024949372952170715,-0.02494937295217079,-0.028222250444486133,-0.028222250444486528,-0.029636948298291596,-0.03703703703703708,-0.03703703703703752
sul2,tet(X5),aph(6)-Id,tet(Q),aph(3'')-Ib,sat2,tet(B),lnu(B),aadA7,lnu(F),estT,erm(F),lnu(P),tet(X2),tet(W),ant(6)-Ia,floR,lsa(E),lnu(H),dfrA20,mef(A),aadA1
,0.5354677055778545,4.250801460918874e-14,-1.3950482717886988e-16,-3.872439084087063e-14,-0.03703703703703708,-0.03703703703703754,-0.6736330697085992,-0.6736330697086064,-0.6736330697086069,-0.673633069708607,-0.673633069708607,-0.673633069708607,-0.673633069708607,-0.673633069708607,-0.6736330697086071,-0.6736330697086074,-0.6736330697086149,-0.7620007620011418,-0.7620007620011419,-0.8001976040538962,-0.8777074514725107
tet(B),tet(X5),aph(6)-Id,tet(Q),aadA1,aph(3'')-Ib,lnu(P),lnu(F),aadA7,ant(6)-Ia,erm(F),tet(W),estT,lsa(E),tet(X2),floR,lnu(B),lnu(H),dfrA20,mef(A),sat2,sul2
,0.019832137243624693,7.796536005317458e-16,2.333414890517439e-16,-3.540293611309276e-16,-8.01261217465194e-16,-0.024949372952170677,-0.02494937295217075,-0.024949372952170805,-0.024949372952170874,-0.024949372952170885,-0.02494937295217089,-0.02494937295217095,-0.024949372952170982,-0.024949372952171006,-0.02494937295217117,-0.024949372952171454,-0.028222250444487434,-0.02822225044448775,-0.029636948298292855,-0.03703703703703752,-0.03703703703703754
tet(Q),mef(A),aph(3'')-Ib,tet(X5),lsa(E),sat2,tet(B),lnu(F),floR,estT,aadA1,lnu(P),ant(6)-Ia,erm(F),sul2,aadA7,lnu(B),dfrA20,lnu(H),tet(W),tet(X2),aph(6)-Id
,0.22667906654450085,1.4555972084171513e-15,5.509920184680152e-16,3.697869437631931e-16,2.3870465286912593e-16,2.333414890517439e-16,9.711079409954585e-17,4.76560854917449e-17,4.5850719095640474e-17,-1.8545432446203162e-17,-2.4267003893947768e-17,-6.134882868863344e-17,-7.619556429449076e-17,-1.3950482717886988e-16,-1.402969187143407e-16,-2.67177458618079e-16,-3.2288489523082034e-16,-3.4302412398595337e-16,-5.12808099984799e-16,-5.411295861832809e-16,-8.786281477914761e-16
tet(W),tet(X5),tet(Q),sat2,tet(B),aph(6)-Id,aph(3'')-Ib,lnu(B),aadA7,lnu(P),tet(X2),lnu(F),estT,erm(F),floR,ant(6)-Ia,lsa(E),dfrA20,lnu(H),mef(A),sul2,aadA1
,0.4475460469252173,-5.12808099984799e-16,-0.02494937295217079,-0.02494937295217089,-0.216376356127424,-0.21637635612748912,-0.563025210084026,-0.5630252100840321,-0.5630252100840325,-0.5630252100840326,-0.5630252100840327,-0.5630252100840327,-0.5630252100840327,-0.5630252100840331,-0.5630252100840331,-0.5630252100840394,-0.6368832802336577,-0.6368832802336578,-0.6688083533756302,-0.673633069708607,-0.7390659560519325
tet(X2),tet(X5),tet(Q),sat2,tet(B),aph(6)-Id,aph(3'')-Ib,lnu(B),aadA7,tet(W),estT,lnu(P),erm(F),ant(6)-Ia,lnu(F),floR,lsa(E),lnu(H),dfrA20,mef(A),sul2,aadA1
,0.4475460469252173,-5.411295861832809e-16,-0.024949372952170656,-0.024949372952171006,-0.2163763561274242,-0.21637635612748893,-0.5630252100840263,-0.5630252100840321,-0.5630252100840326,-0.5630252100840326,-0.5630252100840327,-0.5630252100840327,-0.5630252100840328,-0.5630252100840328,-0.5630252100840331,-0.5630252100840392,-0.6368832802336576,-0.6368832802336578,-0.6688083533756302,-0.673633069708607,-0.7390659560519325
tet(X5),floR,aadA1,sul2,mef(A),dfrA20,lnu(H),lsa(E),erm(F),lnu(F),ant(6)-Ia,lnu(P),tet(W),tet(X2),estT,aadA7,lnu(B),aph(3'')-Ib,aph(6)-Id,tet(B),sat2,tet(Q)
,0.7948952176731504,0.5874799940107146,0.5354677055778545,0.5316325616381414,0.5062554736737224,0.5062554736737223,0.4475460469252231,0.44754604692521743,0.4475460469252174,0.4475460469252174,0.4475460469252174,0.4475460469252173,0.4475460469252173,0.4475460469252172,0.4475460469252168,0.4475460469252113,0.40132523830762856,0.4013252383075762,0.019832137243624693,0.019832137243624398,5.509920184680152e-16
