k_gene_id,module,k_species_id,k_species_name,aaseq
hpy:HP0776,md:hpy_M00183,hpy,Helicobacter pylori 26695,
hpy:HP1198,md:hpy_M00183,hpy,Helicobacter pylori 26695,
hpy:HP1293,md:hpy_M00183,hpy,Helicobacter pylori 26695,
hpy:HP0500,md:hpy_M00260,hpy,Helicobacter pylori 26695,
hpy:HP0717,md:hpy_M00260,hpy,Helicobacter pylori 26695,
hpy:HP1231,md:hpy_M00260,hpy,Helicobacter pylori 26695,
hpy:HP1247,md:hpy_M00260,hpy,Helicobacter pylori 26695,
hpy:HP1387,md:hpy_M00260,hpy,Helicobacter pylori 26695,
hpy:HP1460,md:hpy_M00260,hpy,Helicobacter pylori 26695,
hpy:HP1108,md:hpy_M00307,hpy,Helicobacter pylori 26695,
hpy:HP1109,md:hpy_M00307,hpy,Helicobacter pylori 26695,
hpy:HP1110,md:hpy_M00307,hpy,Helicobacter pylori 26695,
hpy:HP1111,md:hpy_M00307,hpy,Helicobacter pylori 26695,
hpy:HP0520,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0522,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0523,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0524,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0525,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0526,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0527,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0528,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0529,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0530,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0531,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0532,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0534,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0535,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0536,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0537,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0538,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0539,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0540,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0541,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0542,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0543,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0544,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0545,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0546,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0547,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP1421,md:hpy_M00564,hpy,Helicobacter pylori 26695,
hpy:HP0196,md:hpy_M00866,hpy,Helicobacter pylori 26695,
hpy:HP0270,md:hpy_M00866,hpy,Helicobacter pylori 26695,
hpy:HP0280,md:hpy_M00866,hpy,Helicobacter pylori 26695,
hpy:HP0328,md:hpy_M00866,hpy,Helicobacter pylori 26695,
hpy:HP0394,md:hpy_M00866,hpy,Helicobacter pylori 26695,
hpy:HP0867,md:hpy_M00866,hpy,Helicobacter pylori 26695,
hpy:HP0957,md:hpy_M00866,hpy,Helicobacter pylori 26695,
hpy:HP1052,md:hpy_M00866,hpy,Helicobacter pylori 26695,
hpy:HP1375,md:hpy_M00866,hpy,Helicobacter pylori 26695,
caby:Cabys_156,md:caby_M00002,caby,Caldithrix abyssi,
caby:Cabys_2740,md:caby_M00002,caby,Caldithrix abyssi,
caby:Cabys_2742,md:caby_M00002,caby,Caldithrix abyssi,
caby:Cabys_2743,md:caby_M00002,caby,Caldithrix abyssi,
caby:Cabys_2868,md:caby_M00002,caby,Caldithrix abyssi,
caby:Cabys_791,md:caby_M00002,caby,Caldithrix abyssi,
caby:Cabys_1683,md:caby_M00003,caby,Caldithrix abyssi,
caby:Cabys_1795,md:caby_M00003,caby,Caldithrix abyssi,
caby:Cabys_2273,md:caby_M00003,caby,Caldithrix abyssi,
caby:Cabys_2424,md:caby_M00003,caby,Caldithrix abyssi,
caby:Cabys_2585,md:caby_M00003,caby,Caldithrix abyssi,
caby:Cabys_267,md:caby_M00003,caby,Caldithrix abyssi,
caby:Cabys_2740,md:caby_M00003,caby,Caldithrix abyssi,
caby:Cabys_2742,md:caby_M00003,caby,Caldithrix abyssi,
caby:Cabys_2743,md:caby_M00003,caby,Caldithrix abyssi,
caby:Cabys_2868,md:caby_M00003,caby,Caldithrix abyssi,
caby:Cabys_791,md:caby_M00003,caby,Caldithrix abyssi,
caby:Cabys_4008,md:caby_M00005,caby,Caldithrix abyssi,
caby:Cabys_1560,md:caby_M00007,caby,Caldithrix abyssi,
caby:Cabys_1563,md:caby_M00007,caby,Caldithrix abyssi,
caby:Cabys_1564,md:caby_M00007,caby,Caldithrix abyssi,
caby:Cabys_2247,md:caby_M00007,caby,Caldithrix abyssi,
caby:Cabys_2787,md:caby_M00007,caby,Caldithrix abyssi,
caby:Cabys_4204,md:caby_M00007,caby,Caldithrix abyssi,
caby:Cabys_1703,md:caby_M00009,caby,Caldithrix abyssi,
caby:Cabys_1704,md:caby_M00009,caby,Caldithrix abyssi,
caby:Cabys_171,md:caby_M00009,caby,Caldithrix abyssi,
caby:Cabys_172,md:caby_M00009,caby,Caldithrix abyssi,
caby:Cabys_173,md:caby_M00009,caby,Caldithrix abyssi,
caby:Cabys_1777,md:caby_M00009,caby,Caldithrix abyssi,
caby:Cabys_1911,md:caby_M00009,caby,Caldithrix abyssi,
caby:Cabys_1912,md:caby_M00009,caby,Caldithrix abyssi,
caby:Cabys_22,md:caby_M00009,caby,Caldithrix abyssi,
caby:Cabys_3467,md:caby_M00009,caby,Caldithrix abyssi,
caby:Cabys_3468,md:caby_M00009,caby,Caldithrix abyssi,
caby:Cabys_3507,md:caby_M00009,caby,Caldithrix abyssi,
caby:Cabys_3783,md:caby_M00009,caby,Caldithrix abyssi,
caby:Cabys_3799,md:caby_M00009,caby,Caldithrix abyssi,
caby:Cabys_3850,md:caby_M00009,caby,Caldithrix abyssi,
caby:Cabys_4073,md:caby_M00009,caby,Caldithrix abyssi,
caby:Cabys_4074,md:caby_M00009,caby,Caldithrix abyssi,
caby:Cabys_4075,md:caby_M00009,caby,Caldithrix abyssi,
caby:Cabys_78,md:caby_M00009,caby,Caldithrix abyssi,
caby:Cabys_82,md:caby_M00009,caby,Caldithrix abyssi,
caby:Cabys_1777,md:caby_M00010,caby,Caldithrix abyssi,
caby:Cabys_22,md:caby_M00010,caby,Caldithrix abyssi,
caby:Cabys_3783,md:caby_M00010,caby,Caldithrix abyssi,
caby:Cabys_82,md:caby_M00010,caby,Caldithrix abyssi,
caby:Cabys_1703,md:caby_M00011,caby,Caldithrix abyssi,
caby:Cabys_1704,md:caby_M00011,caby,Caldithrix abyssi,
caby:Cabys_171,md:caby_M00011,caby,Caldithrix abyssi,
caby:Cabys_172,md:caby_M00011,caby,Caldithrix abyssi,
caby:Cabys_173,md:caby_M00011,caby,Caldithrix abyssi,
caby:Cabys_1911,md:caby_M00011,caby,Caldithrix abyssi,
caby:Cabys_1912,md:caby_M00011,caby,Caldithrix abyssi,
caby:Cabys_3467,md:caby_M00011,caby,Caldithrix abyssi,
caby:Cabys_3468,md:caby_M00011,caby,Caldithrix abyssi,
caby:Cabys_3507,md:caby_M00011,caby,Caldithrix abyssi,
caby:Cabys_3799,md:caby_M00011,caby,Caldithrix abyssi,
caby:Cabys_3850,md:caby_M00011,caby,Caldithrix abyssi,
caby:Cabys_4073,md:caby_M00011,caby,Caldithrix abyssi,
caby:Cabys_4074,md:caby_M00011,caby,Caldithrix abyssi,
caby:Cabys_4075,md:caby_M00011,caby,Caldithrix abyssi,
caby:Cabys_78,md:caby_M00011,caby,Caldithrix abyssi,
caby:Cabys_1063,md:caby_M00018,caby,Caldithrix abyssi,
caby:Cabys_1708,md:caby_M00018,caby,Caldithrix abyssi,
caby:Cabys_2121,md:caby_M00018,caby,Caldithrix abyssi,
caby:Cabys_3233,md:caby_M00018,caby,Caldithrix abyssi,
caby:Cabys_3255,md:caby_M00018,caby,Caldithrix abyssi,
caby:Cabys_3265,md:caby_M00018,caby,Caldithrix abyssi,
caby:Cabys_3315,md:caby_M00018,caby,Caldithrix abyssi,
caby:Cabys_3316,md:caby_M00018,caby,Caldithrix abyssi,
caby:Cabys_3317,md:caby_M00018,caby,Caldithrix abyssi,
caby:Cabys_3911,md:caby_M00018,caby,Caldithrix abyssi,
caby:Cabys_3202,md:caby_M00019,caby,Caldithrix abyssi,
caby:Cabys_3203,md:caby_M00019,caby,Caldithrix abyssi,
caby:Cabys_3204,md:caby_M00019,caby,Caldithrix abyssi,
caby:Cabys_3205,md:caby_M00019,caby,Caldithrix abyssi,
caby:Cabys_656,md:caby_M00019,caby,Caldithrix abyssi,
caby:Cabys_1359,md:caby_M00021,caby,Caldithrix abyssi,
caby:Cabys_1360,md:caby_M00021,caby,Caldithrix abyssi,
caby:Cabys_1798,md:caby_M00022,caby,Caldithrix abyssi,
caby:Cabys_2771,md:caby_M00022,caby,Caldithrix abyssi,
caby:Cabys_2772,md:caby_M00022,caby,Caldithrix abyssi,
caby:Cabys_2842,md:caby_M00022,caby,Caldithrix abyssi,
caby:Cabys_3745,md:caby_M00022,caby,Caldithrix abyssi,
caby:Cabys_3747,md:caby_M00022,caby,Caldithrix abyssi,
caby:Cabys_3748,md:caby_M00022,caby,Caldithrix abyssi,
caby:Cabys_3781,md:caby_M00022,caby,Caldithrix abyssi,
caby:Cabys_1898,md:caby_M00023,caby,Caldithrix abyssi,
caby:Cabys_1899,md:caby_M00023,caby,Caldithrix abyssi,
caby:Cabys_1900,md:caby_M00023,caby,Caldithrix abyssi,
caby:Cabys_1901,md:caby_M00023,caby,Caldithrix abyssi,
caby:Cabys_1902,md:caby_M00023,caby,Caldithrix abyssi,
caby:Cabys_1903,md:caby_M00023,caby,Caldithrix abyssi,
caby:Cabys_1904,md:caby_M00023,caby,Caldithrix abyssi,
caby:Cabys_2702,md:caby_M00023,caby,Caldithrix abyssi,
caby:Cabys_3986,md:caby_M00023,caby,Caldithrix abyssi,
caby:Cabys_1724,md:caby_M00026,caby,Caldithrix abyssi,
caby:Cabys_1988,md:caby_M00026,caby,Caldithrix abyssi,
caby:Cabys_1989,md:caby_M00026,caby,Caldithrix abyssi,
caby:Cabys_1990,md:caby_M00026,caby,Caldithrix abyssi,
caby:Cabys_2378,md:caby_M00026,caby,Caldithrix abyssi,
caby:Cabys_2379,md:caby_M00026,caby,Caldithrix abyssi,
caby:Cabys_2380,md:caby_M00026,caby,Caldithrix abyssi,
caby:Cabys_2381,md:caby_M00026,caby,Caldithrix abyssi,
caby:Cabys_2382,md:caby_M00026,caby,Caldithrix abyssi,
caby:Cabys_637,md:caby_M00026,caby,Caldithrix abyssi,
caby:Cabys_1922,md:caby_M00035,caby,Caldithrix abyssi,
caby:Cabys_2929,md:caby_M00035,caby,Caldithrix abyssi,
caby:Cabys_3634,md:caby_M00035,caby,Caldithrix abyssi,
caby:Cabys_3892,md:caby_M00035,caby,Caldithrix abyssi,
caby:Cabys_770,md:caby_M00035,caby,Caldithrix abyssi,
caby:Cabys_1416,md:caby_M00045,caby,Caldithrix abyssi,
caby:Cabys_2265,md:caby_M00045,caby,Caldithrix abyssi,
caby:Cabys_2998,md:caby_M00045,caby,Caldithrix abyssi,
caby:Cabys_3144,md:caby_M00045,caby,Caldithrix abyssi,
caby:Cabys_337,md:caby_M00045,caby,Caldithrix abyssi,
caby:Cabys_3168,md:caby_M00048,caby,Caldithrix abyssi,
caby:Cabys_3169,md:caby_M00048,caby,Caldithrix abyssi,
caby:Cabys_3170,md:caby_M00048,caby,Caldithrix abyssi,
caby:Cabys_3171,md:caby_M00048,caby,Caldithrix abyssi,
caby:Cabys_3172,md:caby_M00048,caby,Caldithrix abyssi,
caby:Cabys_3174,md:caby_M00048,caby,Caldithrix abyssi,
caby:Cabys_3175,md:caby_M00048,caby,Caldithrix abyssi,
caby:Cabys_3177,md:caby_M00048,caby,Caldithrix abyssi,
caby:Cabys_3178,md:caby_M00048,caby,Caldithrix abyssi,
caby:Cabys_156,md:caby_M00049,caby,Caldithrix abyssi,
caby:Cabys_2198,md:caby_M00049,caby,Caldithrix abyssi,
caby:Cabys_3171,md:caby_M00049,caby,Caldithrix abyssi,
caby:Cabys_3179,md:caby_M00049,caby,Caldithrix abyssi,
caby:Cabys_3465,md:caby_M00049,caby,Caldithrix abyssi,
caby:Cabys_654,md:caby_M00049,caby,Caldithrix abyssi,
caby:Cabys_156,md:caby_M00050,caby,Caldithrix abyssi,
caby:Cabys_197,md:caby_M00050,caby,Caldithrix abyssi,
caby:Cabys_2198,md:caby_M00050,caby,Caldithrix abyssi,
caby:Cabys_260,md:caby_M00050,caby,Caldithrix abyssi,
caby:Cabys_2781,md:caby_M00050,caby,Caldithrix abyssi,
caby:Cabys_3180,md:caby_M00050,caby,Caldithrix abyssi,
caby:Cabys_3465,md:caby_M00050,caby,Caldithrix abyssi,
caby:Cabys_261,md:caby_M00051,caby,Caldithrix abyssi,
caby:Cabys_3161,md:caby_M00051,caby,Caldithrix abyssi,
caby:Cabys_3162,md:caby_M00051,caby,Caldithrix abyssi,
caby:Cabys_3163,md:caby_M00051,caby,Caldithrix abyssi,
caby:Cabys_3164,md:caby_M00051,caby,Caldithrix abyssi,
caby:Cabys_3165,md:caby_M00051,caby,Caldithrix abyssi,
caby:Cabys_3166,md:caby_M00051,caby,Caldithrix abyssi,
caby:Cabys_3829,md:caby_M00051,caby,Caldithrix abyssi,
caby:Cabys_3830,md:caby_M00051,caby,Caldithrix abyssi,
caby:Cabys_1193,md:caby_M00052,caby,Caldithrix abyssi,
caby:Cabys_2198,md:caby_M00052,caby,Caldithrix abyssi,
caby:Cabys_2529,md:caby_M00052,caby,Caldithrix abyssi,
caby:Cabys_3465,md:caby_M00052,caby,Caldithrix abyssi,
caby:Cabys_1192,md:caby_M00063,caby,Caldithrix abyssi,
caby:Cabys_1992,md:caby_M00063,caby,Caldithrix abyssi,
caby:Cabys_1995,md:caby_M00063,caby,Caldithrix abyssi,
caby:Cabys_1999,md:caby_M00063,caby,Caldithrix abyssi,
caby:Cabys_199,md:caby_M00082,caby,Caldithrix abyssi,
caby:Cabys_2133,md:caby_M00082,caby,Caldithrix abyssi,
caby:Cabys_2137,md:caby_M00082,caby,Caldithrix abyssi,
caby:Cabys_2944,md:caby_M00082,caby,Caldithrix abyssi,
caby:Cabys_3320,md:caby_M00082,caby,Caldithrix abyssi,
caby:Cabys_3458,md:caby_M00082,caby,Caldithrix abyssi,
caby:Cabys_3459,md:caby_M00082,caby,Caldithrix abyssi,
caby:Cabys_3716,md:caby_M00082,caby,Caldithrix abyssi,
caby:Cabys_2029,md:caby_M00086,caby,Caldithrix abyssi,
caby:Cabys_2087,md:caby_M00086,caby,Caldithrix abyssi,
caby:Cabys_2883,md:caby_M00086,caby,Caldithrix abyssi,
caby:Cabys_383,md:caby_M00086,caby,Caldithrix abyssi,
caby:Cabys_4104,md:caby_M00086,caby,Caldithrix abyssi,
caby:Cabys_585,md:caby_M00086,caby,Caldithrix abyssi,
caby:Cabys_1566,md:caby_M00093,caby,Caldithrix abyssi,
caby:Cabys_1567,md:caby_M00093,caby,Caldithrix abyssi,
caby:Cabys_1881,md:caby_M00093,caby,Caldithrix abyssi,
caby:Cabys_2023,md:caby_M00115,caby,Caldithrix abyssi,
caby:Cabys_2438,md:caby_M00115,caby,Caldithrix abyssi,
caby:Cabys_2439,md:caby_M00115,caby,Caldithrix abyssi,
caby:Cabys_2440,md:caby_M00115,caby,Caldithrix abyssi,
caby:Cabys_2837,md:caby_M00115,caby,Caldithrix abyssi,
caby:Cabys_3950,md:caby_M00115,caby,Caldithrix abyssi,
caby:Cabys_19,md:caby_M00120,caby,Caldithrix abyssi,
caby:Cabys_2290,md:caby_M00120,caby,Caldithrix abyssi,
caby:Cabys_2780,md:caby_M00120,caby,Caldithrix abyssi,
caby:Cabys_2851,md:caby_M00120,caby,Caldithrix abyssi,
caby:Cabys_792,md:caby_M00120,caby,Caldithrix abyssi,
caby:Cabys_1521,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_1522,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_1523,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_1525,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_1526,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_1527,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_1528,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_1529,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_1530,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_1531,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_4044,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_4045,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_4046,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_4047,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_4048,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_4049,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_4050,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_4051,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_4052,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_4053,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_4054,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_4055,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_4056,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_784,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_785,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_786,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_787,md:caby_M00144,caby,Caldithrix abyssi,
caby:Cabys_3103,md:caby_M00155,caby,Caldithrix abyssi,
caby:Cabys_3104,md:caby_M00155,caby,Caldithrix abyssi,
caby:Cabys_3105,md:caby_M00155,caby,Caldithrix abyssi,
caby:Cabys_3106,md:caby_M00155,caby,Caldithrix abyssi,
caby:Cabys_3026,md:caby_M00157,caby,Caldithrix abyssi,
caby:Cabys_3027,md:caby_M00157,caby,Caldithrix abyssi,
caby:Cabys_3028,md:caby_M00157,caby,Caldithrix abyssi,
caby:Cabys_3029,md:caby_M00157,caby,Caldithrix abyssi,
caby:Cabys_3030,md:caby_M00157,caby,Caldithrix abyssi,
caby:Cabys_3031,md:caby_M00157,caby,Caldithrix abyssi,
caby:Cabys_3032,md:caby_M00157,caby,Caldithrix abyssi,
caby:Cabys_3033,md:caby_M00157,caby,Caldithrix abyssi,
caby:Cabys_1403,md:caby_M00169,caby,Caldithrix abyssi,
caby:Cabys_2313,md:caby_M00169,caby,Caldithrix abyssi,
caby:Cabys_1078,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_1079,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_1082,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_1083,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_1084,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_1213,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_1216,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_1217,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_1218,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_1545,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_1593,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_2488,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_2528,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_2657,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_2658,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_2682,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_4220,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_688,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_818,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_822,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_874,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_887,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_891,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_892,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_893,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_894,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_897,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_898,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_901,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_902,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_903,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_904,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_905,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_906,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_907,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_908,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_909,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_910,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_911,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_912,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_913,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_914,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_915,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_916,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_917,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_918,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_919,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_920,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_921,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_925,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_926,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_927,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_929,md:caby_M00178,caby,Caldithrix abyssi,
caby:Cabys_262,md:caby_M00307,caby,Caldithrix abyssi,
caby:Cabys_3799,md:caby_M00307,caby,Caldithrix abyssi,
caby:Cabys_3800,md:caby_M00307,caby,Caldithrix abyssi,
caby:Cabys_3801,md:caby_M00307,caby,Caldithrix abyssi,
caby:Cabys_78,md:caby_M00307,caby,Caldithrix abyssi,
caby:Cabys_1116,md:caby_M00364,caby,Caldithrix abyssi,
caby:Cabys_3841,md:caby_M00364,caby,Caldithrix abyssi,
caby:Cabys_535,md:caby_M00364,caby,Caldithrix abyssi,
caby:Cabys_2631,md:caby_M00432,caby,Caldithrix abyssi,
caby:Cabys_3147,md:caby_M00432,caby,Caldithrix abyssi,
caby:Cabys_3197,md:caby_M00432,caby,Caldithrix abyssi,
caby:Cabys_3198,md:caby_M00432,caby,Caldithrix abyssi,
caby:Cabys_3199,md:caby_M00432,caby,Caldithrix abyssi,
caby:Cabys_3200,md:caby_M00432,caby,Caldithrix abyssi,
caby:Cabys_3201,md:caby_M00432,caby,Caldithrix abyssi,
caby:Cabys_20,md:caby_M00579,caby,Caldithrix abyssi,
caby:Cabys_3462,md:caby_M00579,caby,Caldithrix abyssi,
caby:Cabys_1013,md:caby_M00793,caby,Caldithrix abyssi,
caby:Cabys_2330,md:caby_M00793,caby,Caldithrix abyssi,
caby:Cabys_3363,md:caby_M00793,caby,Caldithrix abyssi,
caby:Cabys_3708,md:caby_M00793,caby,Caldithrix abyssi,
caby:Cabys_3718,md:caby_M00793,caby,Caldithrix abyssi,
caby:Cabys_1733,md:caby_M00844,caby,Caldithrix abyssi,
caby:Cabys_1737,md:caby_M00844,caby,Caldithrix abyssi,
caby:Cabys_2970,md:caby_M00844,caby,Caldithrix abyssi,
