k_gene_id,module,k_species_id,k_species_name,ncbi_tax_id,aaseq
mab:MAB_2711c,md:mab_M00741,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_2712c,md:mab_M00741,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_3631,md:mab_M00741,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_3643,md:mab_M00741,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_4539c,md:mab_M00741,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_3613c,md:mab_M00793,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_3779,md:mab_M00793,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_3780,md:mab_M00793,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_4113,md:mab_M00793,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_2340,md:mab_M00844,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_2342,md:mab_M00844,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_2343,md:mab_M00844,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_0278c,md:mab_M00846,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_3143c,md:mab_M00846,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_3298c,md:mab_M00846,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_3520c,md:mab_M00846,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_3978c,md:mab_M00846,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_3990c,md:mab_M00846,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_3991c,md:mab_M00846,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_3992c,md:mab_M00846,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_3993c,md:mab_M00846,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_1086,md:mab_M00854,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_1352,md:mab_M00854,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_1467c,md:mab_M00854,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_3365,md:mab_M00854,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_3366,md:mab_M00854,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_2610,md:mab_M00877,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_2611,md:mab_M00877,mab,Mycobacteroides abscessus ATCC 19977,36809,
mab:MAB_2612,md:mab_M00877,mab,Mycobacteroides abscessus ATCC 19977,36809,
bln:Blon_0900,md:bln_M00002,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1009,md:bln_M00002,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1087,md:bln_M00002,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1088,md:bln_M00002,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1745,md:bln_M00002,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1836,md:bln_M00002,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2152,md:bln_M00002,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0207,md:bln_M00004,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0208,md:bln_M00004,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0210,md:bln_M00004,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0417,md:bln_M00004,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0666,md:bln_M00004,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1095,md:bln_M00004,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1096,md:bln_M00004,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1368,md:bln_M00004,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2191,md:bln_M00004,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0233,md:bln_M00005,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1726,md:bln_M00005,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0207,md:bln_M00006,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0208,md:bln_M00006,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0210,md:bln_M00006,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0666,md:bln_M00006,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1095,md:bln_M00007,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1096,md:bln_M00007,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1368,md:bln_M00007,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2191,md:bln_M00007,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0594,md:bln_M00010,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0932,md:bln_M00010,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1051,md:bln_M00010,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0751,md:bln_M00015,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1690,md:bln_M00015,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1846,md:bln_M00015,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2298,md:bln_M00015,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0164,md:bln_M00016,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0165,md:bln_M00016,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0166,md:bln_M00016,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0595,md:bln_M00016,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0651,md:bln_M00016,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0769,md:bln_M00016,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1878,md:bln_M00016,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2034,md:bln_M00016,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2035,md:bln_M00016,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2303,md:bln_M00016,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2317,md:bln_M00016,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2349,md:bln_M00016,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0164,md:bln_M00017,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0165,md:bln_M00017,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0166,md:bln_M00017,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0302,md:bln_M00017,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0748,md:bln_M00017,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1455,md:bln_M00017,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2003,md:bln_M00017,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2316,md:bln_M00017,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0164,md:bln_M00018,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0165,md:bln_M00018,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0166,md:bln_M00018,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1848,md:bln_M00018,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2315,md:bln_M00018,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2316,md:bln_M00018,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0131,md:bln_M00019,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0136,md:bln_M00019,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0384,md:bln_M00019,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0398,md:bln_M00019,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0399,md:bln_M00019,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1574,md:bln_M00019,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2134,md:bln_M00019,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0845,md:bln_M00020,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1665,md:bln_M00020,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2130,md:bln_M00020,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2148,md:bln_M00020,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0357,md:bln_M00022,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0358,md:bln_M00022,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1084,md:bln_M00022,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1596,md:bln_M00022,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1597,md:bln_M00022,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1598,md:bln_M00022,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1732,md:bln_M00022,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1878,md:bln_M00028,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1879,md:bln_M00028,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1880,md:bln_M00028,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1881,md:bln_M00028,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0092,md:bln_M00035,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1145,md:bln_M00035,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1526,md:bln_M00035,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1952,md:bln_M00035,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2004,md:bln_M00035,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2136,md:bln_M00035,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0123,md:bln_M00049,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0681,md:bln_M00049,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1745,md:bln_M00049,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2216,md:bln_M00049,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0584,md:bln_M00050,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0740,md:bln_M00050,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1052,md:bln_M00050,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1723,md:bln_M00050,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1745,md:bln_M00050,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0737,md:bln_M00051,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0738,md:bln_M00051,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0739,md:bln_M00051,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1445,md:bln_M00051,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1446,md:bln_M00051,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1448,md:bln_M00051,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1449,md:bln_M00051,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1450,md:bln_M00051,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1451,md:bln_M00051,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2065,md:bln_M00051,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0148,md:bln_M00083,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2284,md:bln_M00083,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0427,md:bln_M00086,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0607,md:bln_M00086,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1054,md:bln_M00086,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1580,md:bln_M00086,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0910,md:bln_M00115,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0911,md:bln_M00115,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0912,md:bln_M00115,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1717,md:bln_M00115,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1844,md:bln_M00115,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0404,md:bln_M00120,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1753,md:bln_M00120,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2013,md:bln_M00120,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2014,md:bln_M00120,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0140,md:bln_M00126,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0550,md:bln_M00126,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0551,md:bln_M00126,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0552,md:bln_M00126,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0890,md:bln_M00126,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2141,md:bln_M00126,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0181,md:bln_M00140,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1755,md:bln_M00140,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1847,md:bln_M00140,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0303,md:bln_M00157,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0304,md:bln_M00157,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0305,md:bln_M00157,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0306,md:bln_M00157,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0307,md:bln_M00157,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0308,md:bln_M00157,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0309,md:bln_M00157,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0310,md:bln_M00157,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0234,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0236,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0237,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0338,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0383,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0401,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0420,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0574,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0903,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0904,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1056,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1487,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1575,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1612,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1754,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1924,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1925,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1965,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1966,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1967,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1968,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1969,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1970,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2210,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2212,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2213,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2214,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2218,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2219,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2220,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2221,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2222,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2223,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2224,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2225,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2226,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2227,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2228,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2229,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2230,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2231,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2232,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2233,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2234,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2235,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2236,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2237,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2238,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2244,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2245,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2255,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2266,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2267,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2271,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2293,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2294,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2300,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2301,md:bln_M00178,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2048,md:bln_M00183,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2049,md:bln_M00183,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2135,md:bln_M00183,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2211,md:bln_M00183,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0003,md:bln_M00260,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0160,md:bln_M00260,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0175,md:bln_M00260,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0741,md:bln_M00260,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0808,md:bln_M00260,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0817,md:bln_M00260,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1015,md:bln_M00260,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1249,md:bln_M00260,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0170,md:bln_M00432,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2070,md:bln_M00432,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2324,md:bln_M00432,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2325,md:bln_M00432,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0565,md:bln_M00549,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0644,md:bln_M00549,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0725,md:bln_M00549,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_1169,md:bln_M00549,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2184,md:bln_M00549,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2401,md:bln_M00549,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2062,md:bln_M00554,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2063,md:bln_M00554,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_2172,md:bln_M00554,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0131,md:bln_M00570,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0136,md:bln_M00570,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0384,md:bln_M00570,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
bln:Blon_0398,md:bln_M00570,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),216816,
